user_id,time,location,app_id,app_cate_id,traffic,traffic_bin,traffic_bin.1
0,20160425082043,8195,18,9,3472,7,7
0,20160425082050,8195,3,14,2053,5,5
0,20160425082051,8195,18,9,1844,4,4
0,20160425083245,8121,4,5,7629,7,7
0,20160425083246,8121,4,5,7012,7,7
0,20160425083247,8121,4,5,737,2,2
0,20160425083249,8121,4,5,1032,2,2
0,20160425083250,8121,4,5,4228,6,6
0,20160425083252,8121,4,5,1720,4,4
0,20160425083254,8121,4,5,2361,5,5
0,20160425083255,8121,4,5,109451,10,10
0,20160425083256,8121,4,5,45368,10,10
0,20160425083259,8121,4,5,1127,2,2
0,20160425083305,8121,4,5,2710,5,5
0,20160425083306,8121,4,5,15925,9,9
0,20160425083307,8121,4,5,2253,5,5
0,20160425083308,8121,4,5,2255,5,5
0,20160425083314,8121,4,5,7064,7,7
0,20160425083315,8121,4,5,1127,2,2
0,20160425083318,8121,4,5,6287,7,7
0,20160425083326,8121,4,5,5539,7,7
0,20160425083331,8121,4,5,4519,7,7
0,20160425083334,8121,4,5,25794,9,9
0,20160425083335,8121,4,5,1128,2,2
0,20160425083337,8121,4,5,1127,2,2
0,20160425083338,8121,4,5,1269,3,3
0,20160425083339,8121,4,5,1275,3,3
0,20160425083340,8121,4,5,1282,3,3
0,20160425083341,8121,4,5,1127,2,2
0,20160425083343,8121,4,5,2045,5,5
0,20160425083350,8121,4,5,1265,3,3
0,20160425083356,8121,4,5,1089,2,2
0,20160425083418,8121,18,9,14996,10,10
0,20160425083418,8121,3,14,7657,8,8
0,20160425083421,8121,18,9,1862,4,4
0,20160425083423,8121,18,9,2783,6,6
0,20160425083424,8121,18,9,2749,6,6
0,20160425083425,8121,18,9,4381,7,7
0,20160425083427,8121,18,9,1878,4,4
0,20160425083450,8121,18,9,1911,4,4
0,20160425083451,8121,18,9,3811,7,7
0,20160425083452,8121,18,9,1930,4,4
0,20160425083500,8121,106,16,6455,9,9
0,20160425083501,8121,106,16,9603,10,10
0,20160425083502,8121,106,16,2522,8,8
0,20160425083503,8121,106,16,926,4,4
0,20160425083504,8121,106,16,5299,9,9
0,20160425083504,8121,3,14,6062,8,8
0,20160425083513,8121,106,16,33276,10,10
0,20160425083549,8121,106,16,6149,9,9
0,20160425083550,8121,106,16,2448,7,7
0,20160425083954,2319,106,16,2113,7,7
0,20160425084057,2319,106,16,1234,5,5
0,20160425084058,2319,106,16,1042,4,4
0,20160425084459,3417,106,16,6079,9,9
0,20160425084903,2319,106,16,952,4,4
0,20160425084904,2319,106,16,1972,7,7
0,20160425084918,2319,106,16,6412,9,9
0,20160425084919,2319,106,16,1117,4,4
0,20160425084920,2319,106,16,5379,9,9
0,20160425085004,2319,3,14,3965,7,7
0,20160425085012,2319,106,16,1568,6,6
0,20160425085035,2319,34,1,32591,10,10
0,20160425085036,2319,34,1,33111,10,10
0,20160425085037,2319,34,1,21131,9,9
0,20160425085038,2319,34,1,4647,8,8
0,20160425085039,2319,34,1,4721,8,8
0,20160425085040,2319,34,1,1144,2,2
0,20160425085042,2319,34,1,1072,2,2
0,20160425085044,2319,34,1,635113,10,10
0,20160425085045,2319,34,1,2051,5,5
0,20160425085050,2319,34,1,13936,9,9
0,20160425085051,2319,34,1,23380,9,9
0,20160425085052,2319,34,1,25110,9,9
0,20160425085053,2319,34,1,4020,7,7
0,20160425085227,2319,34,1,9502,9,9
0,20160425085228,2319,34,1,2401,6,6
0,20160425085229,2319,34,1,12248,9,9
0,20160425085232,2319,34,1,1688,4,4
0,20160425085233,2319,34,1,1686,4,4
0,20160425085234,2319,34,1,1686,4,4
0,20160425085238,2319,34,1,1688,4,4
0,20160425085240,2319,34,1,1600,4,4
0,20160425085243,2319,34,1,2578,6,6
0,20160425085244,2319,34,1,1751,4,4
0,20160425085245,2319,34,1,4743,8,8
0,20160425085246,2319,34,1,63586,10,10
0,20160425085247,2319,34,1,4448,7,7
0,20160425085249,2319,34,1,1630,4,4
0,20160425085254,2319,34,1,4626,8,8
0,20160425085256,2319,34,1,1308,3,3
0,20160425085258,2319,34,1,3888,7,7
0,20160425085302,2319,34,1,2720,6,6
0,20160425085305,2319,34,1,1355,3,3
0,20160425085349,2319,1,5,2700,5,5
0,20160425085411,2319,106,16,1439,5,5
0,20160425085414,2319,34,1,14196,9,9
0,20160425085415,2319,34,1,649215,10,10
0,20160425085416,2319,34,1,1291,3,3
0,20160425085417,2319,34,1,1815,5,5
0,20160425085422,2319,34,1,2927,6,6
0,20160425085425,2319,34,1,1685,4,4
0,20160425085428,2319,34,1,2579,6,6
