user_id,time,location,app_id,app_cate_id,traffic,traffic_bin,traffic_bin.1
0,20160423124536,8195,28,6,679,2,2
0,20160423130653,8195,1,5,1673,4,4
0,20160423130706,8195,1,5,3752,6,6
0,20160423130726,8195,102,1,1716,4,4
0,20160423130734,8195,102,1,1446,3,3
0,20160423130739,8195,3,14,1171,2,2
0,20160423133652,8195,1,5,13801,8,8
0,20160423150715,8195,1,5,551289,10,10
0,20160423150726,8195,1,5,1892,4,4
0,20160423150736,8195,1,5,3784,6,6
0,20160423150739,8195,1,5,1895,4,4
0,20160423150750,8195,1,5,1261,3,3
0,20160423151053,8195,4,5,1639,3,3
0,20160423151054,8195,4,5,7716,7,7
0,20160423151055,8195,4,5,1537,3,3
0,20160423151056,8195,4,5,2785,6,6
0,20160423151057,8195,4,5,951,2,2
0,20160423151105,8195,4,5,966,2,2
0,20160423151106,8195,4,5,1557,3,3
0,20160423151437,8195,4,5,1758,4,4
0,20160423151458,8195,4,5,22616,9,9
0,20160423151459,8195,4,5,8698,8,8
0,20160423151500,8195,4,5,2039,5,5
0,20160423151501,8195,4,5,930,2,2
0,20160423151505,8195,4,5,726,1,1
0,20160423151511,8195,4,5,1889,4,4
0,20160423152102,8195,1,5,4530,7,7
0,20160423152129,8195,16,10,1297,3,3
0,20160423152130,8195,16,10,79708,10,10
0,20160423152131,8195,16,10,142135,10,10
0,20160423152132,8195,16,10,4622,7,7
0,20160423152133,8195,16,10,5113,7,7
0,20160423152139,8195,16,10,3240,6,6
0,20160423152140,8195,16,10,7767,8,8
0,20160423152140,8195,29,10,7126,8,8
0,20160423152142,8195,16,10,13027,9,9
0,20160423152143,8195,16,10,6727,8,8
0,20160423152144,8195,16,10,8926,8,8
0,20160423152155,8195,16,10,2264,5,5
0,20160423152156,8195,16,10,7904,8,8
0,20160423152158,8195,16,10,3628,6,6
0,20160423152202,8195,16,10,4077,7,7
0,20160423152207,8195,16,10,9936,8,8
0,20160423152208,8195,16,10,320,1,1
0,20160423152209,8195,16,10,3640,6,6
0,20160423152210,8195,16,10,2964,6,6
0,20160423152211,8195,16,10,1740,4,4
0,20160423152217,8195,16,10,1382,3,3
0,20160423152218,8195,16,10,35727,10,10
0,20160423152219,8195,16,10,1823,4,4
0,20160423152220,8195,16,10,15825,9,9
0,20160423152223,8195,16,10,32306,10,10
0,20160423152224,8195,16,10,65558,10,10
0,20160423152225,8195,16,10,103346,10,10
0,20160423152227,8195,16,10,30259,10,10
0,20160423152240,8195,16,10,14553,9,9
0,20160423152248,8195,16,10,1284,3,3
0,20160423152249,8195,16,10,32425,10,10
0,20160423152253,8195,16,10,11903,9,9
0,20160423152254,8195,16,10,49563,10,10
0,20160423152307,8195,16,10,2543,5,5
0,20160423152308,8195,16,10,6267,8,8
0,20160423152309,8195,16,10,5396,7,7
0,20160423152318,8195,16,10,1326,3,3
0,20160423152319,8195,16,10,19343,9,9
0,20160423152322,8195,16,10,1427,3,3
0,20160423152324,8195,16,10,3246,6,6
0,20160423152327,8195,16,10,5271,7,7
0,20160423152328,8195,29,10,816,2,2
0,20160423152331,8195,4,5,1903,4,4
0,20160423152414,8195,1,5,1770,4,4
0,20160423152435,8195,4,5,1268,3,3
0,20160423152528,8195,1,5,1898,4,4
0,20160423152531,8195,1,5,427,1,1
0,20160423152532,8195,1,5,2143,5,5
0,20160423152533,8195,1,5,2562,5,5
0,20160423152534,8195,1,5,850,2,2
0,20160423152535,8195,1,5,853,2,2
0,20160423152536,8195,1,5,427,1,1
0,20160423152542,8195,1,5,426,1,1
0,20160423152543,8195,1,5,425,1,1
0,20160423152544,8195,1,5,429,1,1
0,20160423152545,8195,1,5,424,1,1
0,20160423152546,8195,1,5,848,2,2
0,20160423152547,8195,1,5,1489,3,3
0,20160423152552,8195,1,5,1491,3,3
0,20160423152553,8195,1,5,1490,3,3
0,20160423152554,8195,1,5,5015,7,7
0,20160423152656,8195,4,5,2216,5,5
0,20160423152707,8195,4,5,1882,4,4
0,20160423152722,8195,4,5,816,2,2
0,20160423153446,8195,4,5,1959,4,4
0,20160423153732,8195,102,1,1746,4,4
0,20160423153736,8195,102,1,14929,9,9
0,20160423173035,8195,1,5,1502,3,3
0,20160423173036,8195,1,5,16197,9,9
0,20160423173037,8195,1,5,1459,3,3
0,20160423173944,8195,16,10,102675,10,10
0,20160423173945,8195,16,10,14167,9,9
0,20160423173946,8195,16,10,1427,3,3
0,20160423173947,8195,16,10,13476,9,9
0,20160423173950,8195,16,10,2352,5,5
0,20160423173951,8195,16,10,13559,9,9
0,20160423173952,8195,16,10,28820,10,10
0,20160423173953,8195,16,10,8664,8,8
0,20160423173953,8195,29,10,3929,7,7
0,20160423173954,8195,29,10,15394,9,9
0,20160423173955,8195,29,10,1427,3,3
0,20160423173956,8195,29,10,4912,7,7
0,20160423173957,8195,29,10,2094,5,5
0,20160423173959,8195,16,10,2776,6,6
0,20160423174028,8195,16,10,1823,4,4
0,20160423174029,8195,16,10,100933,10,10
0,20160423174030,8195,16,10,2909,6,6
0,20160423174034,8195,29,10,1661,4,4
0,20160423174036,8195,29,10,1427,3,3
0,20160423174042,8195,16,10,2099,5,5
0,20160423174043,8195,16,10,7225,8,8
0,20160423174044,8195,16,10,10521,9,9
0,20160423174045,8195,16,10,8610,8,8
0,20160423174047,8195,16,10,2815,6,6
0,20160423174048,8195,16,10,58659,10,10
0,20160423174049,8195,16,10,13155,9,9
0,20160423174049,8195,29,10,6874,8,8
0,20160423174053,8195,29,10,4429,7,7
0,20160423174054,8195,29,10,1414,3,3
0,20160423174105,8195,16,10,10699,9,9
0,20160423174108,8195,16,10,1426,3,3
0,20160423174109,8195,16,10,3250,6,6
0,20160423174110,8195,16,10,3938,7,7
0,20160423174113,8195,16,10,3610,6,6
0,20160423174114,8195,16,10,1222,2,2
0,20160423174115,8195,16,10,42510,10,10
0,20160423174116,8195,16,10,3636,6,6
0,20160423174121,8195,16,10,1715,4,4
0,20160423174123,8195,16,10,2790,6,6
0,20160423174126,8195,16,10,8127,8,8
0,20160423174127,8195,16,10,20765,9,9
0,20160423174129,8195,16,10,79509,10,10
0,20160423174130,8195,16,10,17199,9,9
0,20160423174134,8195,16,10,10173,8,8
