user_id,time,location,app_id,app_cate_id,traffic,traffic_bin,traffic_bin.1
0,20160426084645,8195,21,9,69896,10,10
0,20160426084650,8195,21,9,13661,10,10
0,20160426084651,8195,18,9,2738,6,6
0,20160426084709,8195,21,9,1959,5,5
0,20160426084710,8195,18,9,2025,5,5
0,20160426084710,8195,21,9,8568,9,9
0,20160426084711,8195,21,9,3957,7,7
0,20160426084717,8195,21,9,8793,9,9
0,20160426084718,8195,21,9,4761,8,8
0,20160426084733,8195,18,9,2234,5,5
0,20160426084740,8195,18,9,12447,9,9
0,20160426084745,8195,21,9,1528,3,3
0,20160426084746,8195,21,9,9538,9,9
0,20160426084749,8195,21,9,10067,9,9
0,20160426084750,8195,21,9,1733,4,4
0,20160426084751,8195,21,9,18309,10,10
0,20160426084752,8195,21,9,2848,6,6
0,20160426084753,8195,21,9,1417,3,3
0,20160426084754,8195,21,9,2802,6,6
0,20160426084756,8195,21,9,1959,5,5
0,20160426084802,8195,18,9,2951,6,6
0,20160426084829,8195,21,9,5962,8,8
0,20160426084830,8195,7,14,4789,7,7
0,20160426084831,8195,7,14,6495,8,8
0,20160426084834,8195,7,14,3713,7,7
0,20160426084840,8195,7,14,1733,4,4
0,20160426084917,8195,18,9,15953,10,10
0,20160426084917,8195,21,9,18723,10,10
0,20160426084918,8195,18,9,8670,9,9
0,20160426084918,8195,21,9,13222,10,10
0,20160426084919,8195,18,9,2904,6,6
0,20160426084919,8195,21,9,6500,8,8
0,20160426084920,8195,21,9,11417,9,9
0,20160426084921,8195,21,9,7758,9,9
0,20160426084922,8195,21,9,2558,6,6
0,20160426084924,8195,21,9,2278,5,5
0,20160426084925,8195,21,9,1208,2,2
0,20160426084927,8195,21,9,1077,2,2
0,20160426084928,8195,21,9,2372,5,5
0,20160426084929,8195,21,9,10151,9,9
0,20160426084931,8195,21,9,3297,7,7
0,20160426084933,8195,21,9,2562,6,6
0,20160426084934,8195,21,9,3871,7,7
0,20160426084936,8195,21,9,1439,3,3
0,20160426084937,8195,21,9,4960,8,8
0,20160426084938,8195,21,9,2097,5,5
0,20160426084941,8195,21,9,6839,8,8
0,20160426084944,8195,21,9,1947,5,5
0,20160426084945,8195,21,9,2241,5,5
0,20160426084946,8195,21,9,6452,8,8
0,20160426084947,8195,18,9,1116,2,2
0,20160426084947,8195,21,9,5909,8,8
0,20160426084956,8195,21,9,2081,5,5
0,20160426085001,8195,21,9,3776,7,7
0,20160426085034,8195,21,9,7843,9,9
0,20160426085035,8195,21,9,4356,7,7
0,20160426085046,8195,21,9,2083,5,5
0,20160426085101,8195,21,9,2081,5,5
0,20160426085116,8195,21,9,1426,3,3
0,20160426085131,8195,21,9,5139,8,8
0,20160426085146,8195,21,9,2082,5,5
0,20160426085202,8195,21,9,1891,4,4
0,20160426085209,8195,21,9,2060,5,5
0,20160426085228,8195,21,9,2326,5,5
0,20160426085229,8195,18,9,18993,10,10
0,20160426085229,8195,21,9,10382,9,9
0,20160426085230,8195,18,9,6352,8,8
0,20160426085230,8195,21,9,1000,2,2
0,20160426085231,8195,18,9,2629,6,6
0,20160426085236,8195,21,9,4500,7,7
0,20160426085238,8195,21,9,2754,6,6
0,20160426085239,8195,21,9,4850,8,8
0,20160426085503,8195,21,9,1391,3,3
