user_id,time,location,app_id,app_cate_id,traffic,traffic_bin,traffic_bin.1
0,20160424071534,8195,4,5,2204,5,5
0,20160424071535,8195,4,5,2563,5,5
0,20160424072458,9061,218,9,1222,2,2
0,20160424072459,9061,218,9,23632,10,10
0,20160424072500,9061,218,9,1309,3,3
0,20160424072501,9061,218,9,3099,6,6
0,20160424072502,9061,218,9,107263,10,10
0,20160424072557,9061,4,5,1589,3,3
0,20160424072558,9061,4,5,8312,8,8
0,20160424072702,9061,4,5,3186,6,6
0,20160424095653,8195,1,5,1869,4,4
0,20160424113728,8195,1,5,1866,4,4
0,20160424113730,8195,1,5,5603,7,7
0,20160424113731,8195,1,5,1864,4,4
0,20160424113732,8195,1,5,11648,8,8
0,20160424113735,8195,1,5,4139,6,6
0,20160424113737,8195,1,5,1521,3,3
0,20160424113738,8195,1,5,3939,6,6
0,20160424113739,8195,1,5,3044,6,6
0,20160424113753,8195,1,5,2817,6,6
0,20160424113754,8195,1,5,1501,3,3
0,20160424113809,8195,1,5,5418,7,7
0,20160424115832,8371,16,10,1493,3,3
0,20160424115833,8371,16,10,747,1,1
0,20160424115834,8371,16,10,3045,6,6
0,20160424115835,8371,16,10,11671,9,9
0,20160424115836,8371,16,10,13077,9,9
0,20160424115837,8371,16,10,1660,4,4
0,20160424115840,8371,16,10,824,2,2
0,20160424115841,8371,16,10,1660,4,4
0,20160424115843,8371,16,10,5634,7,7
0,20160424115843,8371,29,10,320,1,1
0,20160424115844,8371,16,10,28567,10,10
0,20160424115845,8371,16,10,16490,9,9
0,20160424115846,8371,16,10,20184,9,9
0,20160424115847,8371,16,10,31461,10,10
0,20160424115848,8371,16,10,6293,8,8
0,20160424115903,8371,16,10,2210,5,5
0,20160424120002,8371,16,10,1602,4,4
0,20160424120003,8371,16,10,3015,6,6
0,20160424120003,8371,29,10,1916,4,4
0,20160424120017,8371,16,10,12299,9,9
0,20160424120025,8371,29,10,2150,5,5
0,20160424120142,8369,16,10,1077,2,2
0,20160424120143,8369,16,10,4372,7,7
0,20160424120143,8369,29,10,1894,4,4
0,20160424120455,8369,16,10,824,2,2
